state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Tamil Nadu,Kancheepuram,600044,131,44,0,132,724,2100,3068,175,856,5168,856,5168,0.7443181818181818,0.25,0.0,6.030338389731622
Tamil Nadu,Kancheepuram,600045,125,40,21,118,902,1181,1622,186,1020,2803,1020,2803,0.6684491978609626,0.21390374331550802,0.11229946524064172,2.7453476983349656
Tamil Nadu,Kancheepuram,600047,11,5,0,18,141,174,219,16,159,393,159,393,0.6470588235294118,0.29411764705882354,0.0,2.45625
Tamil Nadu,Kancheepuram,600048,95,34,0,232,2082,1984,2451,129,2314,4435,2314,4435,0.7307692307692307,0.26153846153846155,0.0,1.9157667386609072
Tamil Nadu,Kancheepuram,600056,9,5,2,7,49,266,362,16,56,628,56,628,0.5294117647058824,0.29411764705882354,0.11764705882352941,11.017543859649123
Tamil Nadu,Kancheepuram,600059,26,12,1,55,144,829,986,39,199,1815,199,1815,0.65,0.3,0.025,9.075
Tamil Nadu,Kancheepuram,600061,36,12,0,66,137,797,1136,48,203,1933,203,1933,0.7346938775510204,0.24489795918367346,0.0,9.47549019607843
Tamil Nadu,Kancheepuram,600063,56,22,2,104,481,1594,1776,80,585,3370,585,3370,0.691358024691358,0.2716049382716049,0.024691358024691357,5.750853242320819
Tamil Nadu,Kancheepuram,600064,23,12,0,64,415,649,724,35,479,1373,479,1373,0.6388888888888888,0.3333333333333333,0.0,2.8604166666666666
Tamil Nadu,Kancheepuram,600069,103,40,0,298,1755,2010,1819,143,2053,3829,2053,3829,0.7152777777777778,0.2777777777777778,0.0,1.8641674780915287
Tamil Nadu,Kancheepuram,600070,37,20,0,58,330,583,1046,57,388,1629,388,1629,0.6379310344827587,0.3448275862068966,0.0,4.187660668380463
Tamil Nadu,Kancheepuram,600073,92,46,0,104,332,1502,1962,138,436,3464,436,3464,0.6618705035971223,0.33093525179856115,0.0,7.926773455377575
Tamil Nadu,Kancheepuram,600074,35,14,0,33,182,415,501,49,215,916,215,916,0.7,0.28,0.0,4.2407407407407405
Tamil Nadu,Kancheepuram,600075,35,14,0,88,645,691,1106,49,733,1797,733,1797,0.7,0.28,0.0,2.4482288828337873
Tamil Nadu,Kancheepuram,600088,32,19,0,99,222,997,1449,51,321,2446,321,2446,0.6153846153846154,0.36538461538461536,0.0,7.596273291925466
Tamil Nadu,Kancheepuram,600089,4,5,0,5,20,76,179,9,25,255,25,255,0.4,0.5,0.0,9.807692307692308
Tamil Nadu,Kancheepuram,600091,75,34,0,107,225,1380,1920,109,332,3300,332,3300,0.6818181818181818,0.3090909090909091,0.0,9.90990990990991
Tamil Nadu,Kancheepuram,600096,34,10,2,63,387,636,1158,46,450,1794,450,1794,0.723404255319149,0.2127659574468085,0.0425531914893617,3.977827050997783
Tamil Nadu,Kancheepuram,600097,62,28,0,47,269,769,1669,90,316,2438,316,2438,0.6813186813186813,0.3076923076923077,0.0,7.690851735015773
Tamil Nadu,Kancheepuram,600100,248,132,11,197,1247,2106,2671,391,1444,4777,1444,4777,0.6326530612244898,0.336734693877551,0.02806122448979592,3.3058823529411763
Tamil Nadu,Kancheepuram,600114,21,9,0,39,69,274,642,30,108,916,108,916,0.6774193548387096,0.2903225806451613,0.0,8.403669724770642
Tamil Nadu,Kancheepuram,600115,28,16,0,31,114,591,1032,44,145,1623,145,1623,0.6222222222222222,0.35555555555555557,0.0,11.116438356164384
Tamil Nadu,Kancheepuram,600116,11,6,0,8,35,183,253,17,43,436,43,436,0.6111111111111112,0.3333333333333333,0.0,9.909090909090908
Tamil Nadu,Kancheepuram,600117,76,42,1,102,407,1762,1968,119,509,3730,509,3730,0.6333333333333333,0.35,0.008333333333333333,7.313725490196078
Tamil Nadu,Kancheepuram,600119,53,30,0,22,89,594,966,83,111,1560,111,1560,0.6309523809523809,0.35714285714285715,0.0,13.928571428571429
Tamil Nadu,Kancheepuram,600122,112,46,0,164,810,2125,2757,158,974,4882,974,4882,0.7044025157232704,0.2893081761006289,0.0,5.007179487179487
Tamil Nadu,Kancheepuram,600123,1,2,0,7,24,132,125,3,31,257,31,257,0.25,0.5,0.0,8.03125
Tamil Nadu,Kancheepuram,600125,42,16,0,88,623,704,983,58,711,1687,711,1687,0.711864406779661,0.2711864406779661,0.0,2.36938202247191
Tamil Nadu,Kancheepuram,600126,66,30,0,97,311,1430,1632,96,408,3062,408,3062,0.6804123711340206,0.30927835051546393,0.0,7.486552567237164
Tamil Nadu,Kancheepuram,600127,24,16,0,27,113,391,379,40,140,770,140,770,0.5853658536585366,0.3902439024390244,0.0,5.460992907801418
Tamil Nadu,Kancheepuram,600128,12,12,0,32,176,186,241,24,208,427,208,427,0.48,0.48,0.0,2.0430622009569377
Tamil Nadu,Kancheepuram,600129,3,1,0,2,6,27,27,4,8,54,8,54,0.6,0.2,0.0,6.0
Tamil Nadu,Kancheepuram,600130,5,2,0,6,36,95,65,7,42,160,42,160,0.625,0.25,0.0,3.7209302325581395
Tamil Nadu,Kancheepuram,600131,5,4,0,6,44,60,67,9,50,127,50,127,0.5,0.4,0.0,2.4901960784313726
Tamil Nadu,Kancheepuram,600132,1,1,0,2,29,11,15,2,31,26,31,26,0.3333333333333333,0.3333333333333333,0.0,0.8125
Tamil Nadu,Kancheepuram,601301,43,21,0,180,1452,1377,2121,64,1632,3498,1632,3498,0.6615384615384615,0.3230769230769231,0.0,2.14206981016534
Tamil Nadu,Kancheepuram,602002,3,0,0,0,2,3,5,3,2,8,2,8,0.75,0.0,0.0,2.6666666666666665
Tamil Nadu,Kancheepuram,602105,80,30,0,65,441,799,1124,110,506,1923,506,1923,0.7207207207207207,0.2702702702702703,0.0,3.7928994082840237
Tamil Nadu,Kancheepuram,602106,28,6,0,49,358,322,446,34,407,768,407,768,0.8,0.17142857142857143,0.0,1.8823529411764706
Tamil Nadu,Kancheepuram,602108,4,3,0,10,27,137,184,7,37,321,37,321,0.5,0.375,0.0,8.447368421052632
Tamil Nadu,Kancheepuram,602109,2,1,0,4,21,117,179,3,25,296,25,296,0.5,0.25,0.0,11.384615384615385
Tamil Nadu,Kancheepuram,602117,6,2,0,3,25,11,5,8,28,16,28,16,0.6666666666666666,0.2222222222222222,0.0,0.5517241379310345
Tamil Nadu,Kancheepuram,603001,20,4,0,30,182,397,511,24,212,908,212,908,0.8,0.16,0.0,4.262910798122066
Tamil Nadu,Kancheepuram,603002,70,16,0,33,119,1147,1507,86,152,2654,152,2654,0.8045977011494253,0.1839080459770115,0.0,17.34640522875817
Tamil Nadu,Kancheepuram,603101,6,1,0,6,35,272,394,7,41,666,41,666,0.75,0.125,0.0,15.857142857142858
Tamil Nadu,Kancheepuram,603102,72,6,0,65,344,1218,922,78,409,2140,409,2140,0.9113924050632911,0.0759493670886076,0.0,5.219512195121951
Tamil Nadu,Kancheepuram,603103,55,39,0,106,876,1150,1368,94,982,2518,982,2518,0.5789473684210527,0.4105263157894737,0.0,2.5615462868769074
Tamil Nadu,Kancheepuram,603104,22,9,0,32,273,490,645,31,305,1135,305,1135,0.6875,0.28125,0.0,3.7091503267973858
Tamil Nadu,Kancheepuram,603105,15,3,0,26,197,446,638,18,223,1084,223,1084,0.7894736842105263,0.15789473684210525,0.0,4.839285714285714
Tamil Nadu,Kancheepuram,603106,11,3,0,2,27,252,335,14,29,587,29,587,0.7333333333333333,0.2,0.0,19.566666666666666
Tamil Nadu,Kancheepuram,603107,29,12,0,24,144,464,417,41,168,881,168,881,0.6904761904761905,0.2857142857142857,0.0,5.21301775147929
Tamil Nadu,Kancheepuram,603108,25,10,0,38,320,495,670,35,358,1165,358,1165,0.6944444444444444,0.2777777777777778,0.0,3.245125348189415
Tamil Nadu,Kancheepuram,603109,77,14,0,35,197,1075,1199,91,232,2274,232,2274,0.8369565217391305,0.15217391304347827,0.0,9.759656652360515
Tamil Nadu,Kancheepuram,603110,40,14,0,26,247,559,1004,54,273,1563,273,1563,0.7272727272727273,0.2545454545454545,0.0,5.704379562043796
Tamil Nadu,Kancheepuram,603111,31,4,0,17,52,407,568,35,69,975,69,975,0.8611111111111112,0.1111111111111111,0.0,13.928571428571429
Tamil Nadu,Kancheepuram,603112,9,5,0,7,73,450,1025,14,80,1475,80,1475,0.6,0.3333333333333333,0.0,18.209876543209877
Tamil Nadu,Kancheepuram,603127,5,0,0,5,12,140,69,5,17,209,17,209,0.8333333333333334,0.0,0.0,11.61111111111111
Tamil Nadu,Kancheepuram,603201,20,5,0,6,64,205,273,25,70,478,70,478,0.7692307692307693,0.19230769230769232,0.0,6.732394366197183
Tamil Nadu,Kancheepuram,603202,111,37,0,137,1071,1859,2217,148,1208,4076,1208,4076,0.7449664429530202,0.2483221476510067,0.0,3.3713813068651777
Tamil Nadu,Kancheepuram,603203,47,7,0,49,445,777,846,54,494,1623,494,1623,0.8545454545454545,0.12727272727272726,0.0,3.278787878787879
Tamil Nadu,Kancheepuram,603204,52,22,1,51,523,921,1314,75,574,2235,574,2235,0.6842105263157895,0.2894736842105263,0.013157894736842105,3.8869565217391306
Tamil Nadu,Kancheepuram,603209,21,7,0,23,165,375,435,28,188,810,188,810,0.7241379310344828,0.2413793103448276,0.0,4.285714285714286
Tamil Nadu,Kancheepuram,603210,26,3,0,47,385,615,673,29,432,1288,432,1288,0.8666666666666667,0.1,0.0,2.97459584295612
Tamil Nadu,Kancheepuram,603211,7,7,0,5,32,158,98,14,37,256,37,256,0.4666666666666667,0.4666666666666667,0.0,6.7368421052631575
Tamil Nadu,Kancheepuram,603301,27,7,0,8,106,607,709,34,114,1316,114,1316,0.7714285714285715,0.2,0.0,11.443478260869565
Tamil Nadu,Kancheepuram,603302,19,3,0,15,86,676,441,22,101,1117,101,1117,0.8260869565217391,0.13043478260869565,0.0,10.950980392156863
Tamil Nadu,Kancheepuram,603303,20,6,0,5,57,196,326,26,62,522,62,522,0.7407407407407407,0.2222222222222222,0.0,8.285714285714286
Tamil Nadu,Kancheepuram,603304,10,0,0,8,71,414,410,10,79,824,79,824,0.9090909090909091,0.0,0.0,10.3
Tamil Nadu,Kancheepuram,603305,13,4,0,12,115,450,477,17,127,927,127,927,0.7222222222222222,0.2222222222222222,0.0,7.2421875
Tamil Nadu,Kancheepuram,603306,37,7,0,33,550,641,815,44,583,1456,583,1456,0.8222222222222222,0.15555555555555556,0.0,2.493150684931507
Tamil Nadu,Kancheepuram,603307,19,4,0,16,401,251,291,23,417,542,417,542,0.7916666666666666,0.16666666666666666,0.0,1.2966507177033493
Tamil Nadu,Kancheepuram,603308,22,3,0,13,86,261,430,25,99,691,99,691,0.8461538461538461,0.11538461538461539,0.0,6.91
Tamil Nadu,Kancheepuram,603309,12,2,0,7,30,229,429,14,37,658,37,658,0.8,0.13333333333333333,0.0,17.31578947368421
Tamil Nadu,Kancheepuram,603310,27,3,0,15,94,366,476,30,109,842,109,842,0.8709677419354839,0.0967741935483871,0.0,7.654545454545454
Tamil Nadu,Kancheepuram,603311,2,1,0,2,20,108,132,3,22,240,22,240,0.5,0.25,0.0,10.434782608695652
Tamil Nadu,Kancheepuram,603312,9,1,0,18,453,427,638,10,471,1065,471,1065,0.8181818181818182,0.09090909090909091,0.0,2.2563559322033897
Tamil Nadu,Kancheepuram,603313,9,3,0,9,45,261,486,12,54,747,54,747,0.6923076923076923,0.23076923076923078,0.0,13.581818181818182
Tamil Nadu,Kancheepuram,603314,13,1,0,6,52,174,122,14,58,296,58,296,0.8666666666666667,0.06666666666666667,0.0,5.016949152542373
Tamil Nadu,Kancheepuram,603319,11,2,0,7,63,241,271,13,70,512,70,512,0.7857142857142857,0.14285714285714285,0.0,7.211267605633803
Tamil Nadu,Kancheepuram,603401,14,3,0,8,101,438,759,17,109,1197,109,1197,0.7777777777777778,0.16666666666666666,0.0,10.881818181818181
Tamil Nadu,Kancheepuram,603402,18,4,0,15,92,243,139,22,107,382,107,382,0.782608695652174,0.17391304347826086,0.0,3.537037037037037
Tamil Nadu,Kancheepuram,603403,12,4,0,8,53,289,154,16,61,443,61,443,0.7058823529411765,0.23529411764705882,0.0,7.145161290322581
Tamil Nadu,Kancheepuram,603404,7,0,0,2,13,14,11,7,15,25,15,25,0.875,0.0,0.0,1.5625
Tamil Nadu,Kancheepuram,603405,10,2,0,7,36,232,325,12,43,557,43,557,0.7692307692307693,0.15384615384615385,0.0,12.659090909090908
Tamil Nadu,Kancheepuram,603406,71,10,0,33,231,814,519,81,264,1333,264,1333,0.8658536585365854,0.12195121951219512,0.0,5.030188679245283
Tamil Nadu,Kancheepuram,604406,1,0,0,0,3,0,1,1,3,1,3,1,0.5,0.0,0.0,0.25
Tamil Nadu,Kancheepuram,631501,147,30,1,215,1862,2286,2912,178,2077,5198,2077,5198,0.8212290502793296,0.16759776536312848,0.00558659217877095,2.501443695861405
Tamil Nadu,Kancheepuram,631502,155,42,0,599,3774,3234,3963,197,4373,7197,4373,7197,0.7828282828282829,0.21212121212121213,0.0,1.6454046639231825
Tamil Nadu,Kancheepuram,631551,39,11,0,20,95,547,612,50,115,1159,115,1159,0.7647058823529411,0.21568627450980393,0.0,9.991379310344827
Tamil Nadu,Kancheepuram,631552,21,5,0,13,73,337,297,26,86,634,86,634,0.7777777777777778,0.18518518518518517,0.0,7.287356321839081
Tamil Nadu,Kancheepuram,631553,18,11,0,14,110,320,305,29,124,625,124,625,0.6,0.36666666666666664,0.0,5.0
Tamil Nadu,Kancheepuram,631561,36,9,0,27,106,555,481,45,133,1036,133,1036,0.782608695652174,0.1956521739130435,0.0,7.731343283582089
Tamil Nadu,Kancheepuram,631601,18,2,0,24,110,483,719,20,134,1202,134,1202,0.8571428571428571,0.09523809523809523,0.0,8.903703703703703
Tamil Nadu,Kancheepuram,631603,18,5,0,23,129,261,209,23,152,470,152,470,0.75,0.20833333333333334,0.0,3.0718954248366015
Tamil Nadu,Kancheepuram,631604,31,4,0,30,320,404,399,35,350,803,350,803,0.8611111111111112,0.1111111111111111,0.0,2.2877492877492878
Tamil Nadu,Kancheepuram,631605,20,7,0,42,570,490,358,27,612,848,612,848,0.7142857142857143,0.25,0.0,1.3833605220228384
Tamil Nadu,Kancheepuram,631606,13,5,0,7,37,293,148,18,44,441,44,441,0.6842105263157895,0.2631578947368421,0.0,9.8
Tamil Nadu,Kanniyakumari,629001,26,6,0,44,242,565,2034,32,286,2599,286,2599,0.7878787878787878,0.18181818181818182,0.0,9.05574912891986
Tamil Nadu,Kanniyakumari,629002,46,4,0,51,274,689,1892,50,325,2581,325,2581,0.9019607843137255,0.0784313725490196,0.0,7.91717791411043
Tamil Nadu,Kanniyakumari,629003,22,1,0,34,280,287,839,23,314,1126,314,1126,0.9166666666666666,0.041666666666666664,0.0,3.574603174603175
Tamil Nadu,Kanniyakumari,629004,17,2,0,16,66,254,704,19,82,958,82,958,0.85,0.1,0.0,11.542168674698795
Tamil Nadu,Kanniyakumari,629101,2,0,0,8,46,123,218,2,54,341,54,341,0.6666666666666666,0.0,0.0,6.2
Tamil Nadu,Kanniyakumari,629102,2,0,0,0,4,1,2,2,4,3,4,3,0.6666666666666666,0.0,0.0,0.6
Tamil Nadu,Kanniyakumari,629151,16,2,0,19,115,297,507,18,134,804,134,804,0.8421052631578947,0.10526315789473684,0.0,5.955555555555556
Tamil Nadu,Kanniyakumari,629152,9,3,0,9,61,195,392,12,70,587,70,587,0.6923076923076923,0.23076923076923078,0.0,8.267605633802816
Tamil Nadu,Kanniyakumari,629153,13,0,0,17,232,321,619,13,249,940,249,940,0.9285714285714286,0.0,0.0,3.76
Tamil Nadu,Kanniyakumari,629154,4,1,0,10,43,149,180,5,53,329,53,329,0.6666666666666666,0.16666666666666666,0.0,6.092592592592593
Tamil Nadu,Kanniyakumari,629155,2,1,0,6,13,60,83,3,19,143,19,143,0.5,0.25,0.0,7.15
Tamil Nadu,Kanniyakumari,629156,4,0,0,8,27,76,86,4,35,162,35,162,0.8,0.0,0.0,4.5
Tamil Nadu,Kanniyakumari,629157,18,2,0,14,87,329,509,20,101,838,101,838,0.8571428571428571,0.09523809523809523,0.0,8.215686274509803
Tamil Nadu,Kanniyakumari,629158,12,1,0,20,89,218,326,13,109,544,109,544,0.8571428571428571,0.07142857142857142,0.0,4.945454545454545
Tamil Nadu,Kanniyakumari,629159,7,0,0,23,46,244,283,7,69,527,69,527,0.875,0.0,0.0,7.5285714285714285
Tamil Nadu,Kanniyakumari,629160,22,4,0,13,104,447,705,26,117,1152,117,1152,0.8148148148148148,0.14814814814814814,0.0,9.76271186440678
Tamil Nadu,Kanniyakumari,629161,36,1,0,50,242,675,1480,37,292,2155,292,2155,0.9473684210526315,0.02631578947368421,0.0,7.354948805460751
Tamil Nadu,Kanniyakumari,629162,5,0,0,13,29,167,320,5,42,487,42,487,0.8333333333333334,0.0,0.0,11.325581395348838
Tamil Nadu,Kanniyakumari,629163,13,1,0,28,248,308,602,14,276,910,276,910,0.8666666666666667,0.06666666666666667,0.0,3.2851985559566788
Tamil Nadu,Kanniyakumari,629164,10,0,0,23,69,173,330,10,92,503,92,503,0.9090909090909091,0.0,0.0,5.408602150537634
Tamil Nadu,Kanniyakumari,629165,11,3,0,22,94,242,508,14,116,750,116,750,0.7333333333333333,0.2,0.0,6.410256410256411
Tamil Nadu,Kanniyakumari,629166,10,0,0,42,237,276,330,10,279,606,279,606,0.9090909090909091,0.0,0.0,2.164285714285714
Tamil Nadu,Kanniyakumari,629167,8,0,0,20,67,161,291,8,87,452,87,452,0.8888888888888888,0.0,0.0,5.136363636363637
Tamil Nadu,Kanniyakumari,629168,12,0,0,5,39,198,409,12,44,607,44,607,0.9230769230769231,0.0,0.0,13.488888888888889
Tamil Nadu,Kanniyakumari,629169,6,0,0,7,30,74,144,6,37,218,37,218,0.8571428571428571,0.0,0.0,5.7368421052631575
Tamil Nadu,Kanniyakumari,629170,1,0,0,5,31,75,177,1,36,252,36,252,0.5,0.0,0.0,6.8108108108108105
Tamil Nadu,Kanniyakumari,629171,8,0,0,16,80,173,392,8,96,565,96,565,0.8888888888888888,0.0,0.0,5.824742268041237
Tamil Nadu,Kanniyakumari,629172,2,0,0,21,113,133,183,2,134,316,134,316,0.6666666666666666,0.0,0.0,2.3407407407407406
Tamil Nadu,Kanniyakumari,629173,12,1,0,22,213,216,327,13,235,543,235,543,0.8571428571428571,0.07142857142857142,0.0,2.3008474576271185
Tamil Nadu,Kanniyakumari,629174,7,1,0,29,148,217,352,8,177,569,177,569,0.7777777777777778,0.1111111111111111,0.0,3.196629213483146
Tamil Nadu,Kanniyakumari,629175,11,1,0,14,51,315,532,12,65,847,65,847,0.8461538461538461,0.07692307692307693,0.0,12.833333333333334
Tamil Nadu,Kanniyakumari,629176,11,0,0,3,71,208,316,11,74,524,74,524,0.9166666666666666,0.0,0.0,6.986666666666666
Tamil Nadu,Kanniyakumari,629177,15,1,0,16,81,519,662,16,97,1181,97,1181,0.8823529411764706,0.058823529411764705,0.0,12.051020408163266
Tamil Nadu,Kanniyakumari,629178,9,2,0,10,34,144,190,11,44,334,44,334,0.75,0.16666666666666666,0.0,7.4222222222222225
Tamil Nadu,Kanniyakumari,629179,2,0,0,1,9,21,24,2,10,45,10,45,0.6666666666666666,0.0,0.0,4.090909090909091
Tamil Nadu,Kanniyakumari,629180,8,1,0,22,139,168,297,9,161,465,161,465,0.8,0.1,0.0,2.8703703703703702
Tamil Nadu,Kanniyakumari,629193,12,1,0,25,291,171,237,13,316,408,316,408,0.8571428571428571,0.07142857142857142,0.0,1.2870662460567823
Tamil Nadu,Kanniyakumari,629201,4,1,0,36,141,197,420,5,177,617,177,617,0.6666666666666666,0.16666666666666666,0.0,3.466292134831461
Tamil Nadu,Kanniyakumari,629202,4,1,0,7,23,112,173,5,30,285,30,285,0.6666666666666666,0.16666666666666666,0.0,9.193548387096774
Tamil Nadu,Kanniyakumari,629203,2,0,0,11,36,107,203,2,47,310,47,310,0.6666666666666666,0.0,0.0,6.458333333333333
Tamil Nadu,Kanniyakumari,629204,4,0,0,5,31,74,279,4,36,353,36,353,0.8,0.0,0.0,9.54054054054054
Tamil Nadu,Kanniyakumari,629251,16,2,0,28,116,450,575,18,144,1025,144,1025,0.8421052631578947,0.10526315789473684,0.0,7.068965517241379
Tamil Nadu,Kanniyakumari,629252,18,1,0,96,392,288,801,19,488,1089,488,1089,0.9,0.05,0.0,2.226993865030675
Tamil Nadu,Kanniyakumari,629301,8,0,0,17,73,169,444,8,90,613,90,613,0.8888888888888888,0.0,0.0,6.736263736263736
Tamil Nadu,Kanniyakumari,629302,5,0,0,22,121,131,335,5,143,466,143,466,0.8333333333333334,0.0,0.0,3.236111111111111
Tamil Nadu,Kanniyakumari,629304,1,0,0,0,3,1,4,1,3,5,3,5,0.5,0.0,0.0,1.25
Tamil Nadu,Kanniyakumari,629305,2,0,0,1,10,5,5,2,11,10,11,10,0.6666666666666666,0.0,0.0,0.8333333333333334
Tamil Nadu,Kanniyakumari,629401,9,0,0,24,168,178,461,9,192,639,192,639,0.9,0.0,0.0,3.3108808290155443
Tamil Nadu,Kanniyakumari,629402,6,0,0,5,24,105,213,6,29,318,29,318,0.8571428571428571,0.0,0.0,10.6
Tamil Nadu,Kanniyakumari,629403,3,0,0,9,23,86,208,3,32,294,32,294,0.75,0.0,0.0,8.909090909090908
Tamil Nadu,Kanniyakumari,629501,35,1,0,31,97,405,1262,36,128,1667,128,1667,0.9459459459459459,0.02702702702702703,0.0,12.922480620155039
Tamil Nadu,Kanniyakumari,629502,16,3,0,9,55,214,626,19,64,840,64,840,0.8,0.15,0.0,12.923076923076923
Tamil Nadu,Kanniyakumari,629601,6,1,0,10,43,152,496,7,53,648,53,648,0.75,0.125,0.0,12.0
Tamil Nadu,Kanniyakumari,629602,11,2,0,45,445,262,1074,13,490,1336,490,1336,0.7857142857142857,0.14285714285714285,0.0,2.7209775967413443
Tamil Nadu,Kanniyakumari,629701,8,1,0,9,44,158,361,9,53,519,53,519,0.8,0.1,0.0,9.61111111111111
Tamil Nadu,Kanniyakumari,629702,17,2,0,41,749,261,1016,19,790,1277,790,1277,0.85,0.1,0.0,1.6144121365360304
Tamil Nadu,Kanniyakumari,629703,4,1,0,5,23,92,371,5,28,463,28,463,0.6666666666666666,0.16666666666666666,0.0,15.96551724137931
Tamil Nadu,Kanniyakumari,629704,15,1,0,13,62,225,755,16,75,980,75,980,0.8823529411764706,0.058823529411764705,0.0,12.894736842105264
Tamil Nadu,Kanniyakumari,629801,8,1,0,10,17,101,253,9,27,354,27,354,0.8,0.1,0.0,12.642857142857142
Tamil Nadu,Kanniyakumari,629802,21,1,0,28,132,339,916,22,160,1255,160,1255,0.9130434782608695,0.043478260869565216,0.0,7.795031055900621
Tamil Nadu,Kanniyakumari,629803,2,0,0,17,59,47,83,2,76,130,76,130,0.6666666666666666,0.0,0.0,1.6883116883116882
Tamil Nadu,Kanniyakumari,629804,7,0,0,16,26,162,418,7,42,580,42,580,0.875,0.0,0.0,13.488372093023257
Tamil Nadu,Kanniyakumari,629805,4,0,0,1,8,6,15,4,9,21,9,21,0.8,0.0,0.0,2.1
Tamil Nadu,Kanniyakumari,629806,1,0,0,5,1,8,7,1,6,15,6,15,0.5,0.0,0.0,2.142857142857143
Tamil Nadu,Kanniyakumari,629809,8,0,0,10,39,129,313,8,49,442,49,442,0.8888888888888888,0.0,0.0,8.84
Tamil Nadu,Kanniyakumari,629810,4,0,0,13,15,51,66,4,28,117,28,117,0.8,0.0,0.0,4.0344827586206895
Tamil Nadu,Kanniyakumari,629851,12,0,0,11,64,186,784,12,75,970,75,970,0.9230769230769231,0.0,0.0,12.763157894736842
Tamil Nadu,Kanniyakumari,629852,9,0,0,13,44,115,258,9,57,373,57,373,0.9,0.0,0.0,6.431034482758621
Tamil Nadu,Kanniyakumari,629901,3,1,0,5,24,118,285,4,29,403,29,403,0.6,0.2,0.0,13.433333333333334
Tamil Nadu,Kanyakumari,629001,17,1,1,55,320,332,384,19,375,716,375,716,0.85,0.05,0.05,1.9042553191489362
Tamil Nadu,Kanyakumari,629002,10,3,1,99,335,487,303,14,434,790,434,790,0.6666666666666666,0.2,0.06666666666666667,1.8160919540229885
Tamil Nadu,Kanyakumari,629003,10,0,0,44,164,203,226,10,208,429,208,429,0.9090909090909091,0.0,0.0,2.0526315789473686
Tamil Nadu,Kanyakumari,629004,8,2,0,40,159,195,169,10,199,364,199,364,0.7272727272727273,0.18181818181818182,0.0,1.82
Tamil Nadu,Kanyakumari,629101,3,0,0,5,16,47,17,3,21,64,21,64,0.75,0.0,0.0,2.909090909090909
Tamil Nadu,Kanyakumari,629102,1,0,0,0,1,2,0,1,1,2,1,2,0.5,0.0,0.0,1.0
Tamil Nadu,Kanyakumari,629151,17,1,0,8,41,235,125,18,49,360,49,360,0.8947368421052632,0.05263157894736842,0.0,7.2
Tamil Nadu,Kanyakumari,629152,11,1,0,1,7,205,89,12,8,294,8,294,0.8461538461538461,0.07692307692307693,0.0,32.666666666666664
Tamil Nadu,Kanyakumari,629153,9,0,0,12,37,196,117,9,49,313,49,313,0.9,0.0,0.0,6.26
Tamil Nadu,Kanyakumari,629154,6,0,0,8,21,102,43,6,29,145,29,145,0.8571428571428571,0.0,0.0,4.833333333333333
Tamil Nadu,Kanyakumari,629156,7,1,0,5,12,21,4,8,17,25,17,25,0.7777777777777778,0.1111111111111111,0.0,1.3888888888888888
Tamil Nadu,Kanyakumari,629157,23,1,0,10,51,272,115,24,61,387,61,387,0.92,0.04,0.0,6.241935483870968
Tamil Nadu,Kanyakumari,629158,14,0,0,30,114,272,95,14,144,367,144,367,0.9333333333333333,0.0,0.0,2.5310344827586206
Tamil Nadu,Kanyakumari,629159,12,0,0,33,100,204,72,12,133,276,133,276,0.9230769230769231,0.0,0.0,2.0597014925373136
Tamil Nadu,Kanyakumari,629160,13,3,0,8,48,256,94,16,56,350,56,350,0.7647058823529411,0.17647058823529413,0.0,6.140350877192983
Tamil Nadu,Kanyakumari,629161,23,1,0,69,319,523,242,24,388,765,388,765,0.92,0.04,0.0,1.9665809768637532
Tamil Nadu,Kanyakumari,629162,8,0,0,4,34,154,86,8,38,240,38,240,0.8888888888888888,0.0,0.0,6.153846153846154
Tamil Nadu,Kanyakumari,629163,6,0,0,29,133,300,146,6,162,446,162,446,0.8571428571428571,0.0,0.0,2.736196319018405
Tamil Nadu,Kanyakumari,629164,8,1,0,23,93,105,37,9,116,142,116,142,0.8,0.1,0.0,1.2136752136752136
Tamil Nadu,Kanyakumari,629165,13,1,0,16,100,232,166,14,116,398,116,398,0.8666666666666667,0.06666666666666667,0.0,3.4017094017094016
Tamil Nadu,Kanyakumari,629166,17,1,0,12,62,304,77,18,74,381,74,381,0.8947368421052632,0.05263157894736842,0.0,5.08
Tamil Nadu,Kanyakumari,629167,9,1,0,18,91,125,42,10,109,167,109,167,0.8181818181818182,0.09090909090909091,0.0,1.518181818181818
Tamil Nadu,Kanyakumari,629168,11,0,0,18,123,186,133,11,141,319,141,319,0.9166666666666666,0.0,0.0,2.2464788732394365
Tamil Nadu,Kanyakumari,629169,6,1,0,1,11,25,19,7,12,44,12,44,0.75,0.125,0.0,3.3846153846153846
Tamil Nadu,Kanyakumari,629170,2,2,0,2,18,3,2,4,20,5,20,5,0.4,0.4,0.0,0.23809523809523808
Tamil Nadu,Kanyakumari,629171,8,1,0,7,17,187,116,9,24,303,24,303,0.8,0.1,0.0,12.12
Tamil Nadu,Kanyakumari,629172,7,0,0,2,20,101,40,7,22,141,22,141,0.875,0.0,0.0,6.130434782608695
Tamil Nadu,Kanyakumari,629173,10,0,0,11,29,143,94,10,40,237,40,237,0.9090909090909091,0.0,0.0,5.780487804878049
